,name,cupping,Body,Brightness,Clean Cup,Complexity,Dry Fragrance,Finish,Flavor,Sweetness,Uniformity,Wet Aroma
120,Guatemala Antigua Finca Cabrejo ,"{'Body': '9', 'Brightness': '8.6', 'Clean Cup': '9', 'Complexity': '8.6', 'Dry Fragrance': '8.5', 'Finish': '8.6', 'Flavor': '8.7', 'Sweetness': '8.7', 'Uniformity': '9', 'Wet Aroma': '8.8'}",9.0,8.6,9.0,8.6,8.5,8.6,8.7,8.7,9.0,8.8
121,Guatemala Antigua La Parcela Melanie,"{'Body': '8.9', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8', 'Dry Fragrance': '8.4', 'Finish': '8.4', 'Flavor': '8.7', 'Sweetness': '8.5', 'Uniformity': '9', 'Wet Aroma': '8.6'}",8.9,8.6,8.5,8.0,8.4,8.4,8.7,8.5,9.0,8.6
122,Guatemala Antigua Pulcal,"{'Body': '9', 'Brightness': '8.5', 'Clean Cup': '9', 'Complexity': '8', 'Dry Fragrance': '8.4', 'Finish': '8.5', 'Flavor': '8.7', 'Sweetness': '8.8', 'Uniformity': '9', 'Wet Aroma': '8.6'}",9.0,8.5,9.0,8.0,8.4,8.5,8.7,8.8,9.0,8.6
123,Guatemala Antigua Pulcal Bourboncito,"{'Body': '9', 'Brightness': '8.5', 'Clean Cup': '8.5', 'Complexity': '8.2', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.7', 'Sweetness': '8.7', 'Uniformity': '9', 'Wet Aroma': '8.6'}",9.0,8.5,8.5,8.2,8.5,8.5,8.7,8.7,9.0,8.6
124,Guatemala Antigua Pulcal Inteligente,"{'Body': '9', 'Brightness': '8.4', 'Clean Cup': '9', 'Complexity': '8.2', 'Dry Fragrance': '8.3', 'Finish': '8.4', 'Flavor': '8.7', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}",9.0,8.4,9.0,8.2,8.3,8.4,8.7,8.7,8.5,8.7
125,Guatemala Antigua Pulcal Yellow Bourbon,"{'Body': '8.8', 'Brightness': '8.7', 'Clean Cup': '8.3', 'Complexity': '8.7', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.7', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}",8.8,8.7,8.3,8.7,8.5,8.5,8.7,8.7,8.5,8.7
126,Guatemala Antigua Santa Ines,"{'Body': '8.7', 'Brightness': '8.2', 'Clean Cup': '8.5', 'Complexity': '8', 'Dry Fragrance': '8.3', 'Finish': '8.4', 'Flavor': '8.5', 'Sweetness': '8.5', 'Uniformity': '8.2', 'Wet Aroma': '8.5'}",8.7,8.2,8.5,8.0,8.3,8.4,8.5,8.5,8.2,8.5
127,Guatemala Antigua Santa Ines B300,"{'Body': '9', 'Brightness': '8.4', 'Clean Cup': '8.5', 'Complexity': '8.2', 'Dry Fragrance': '8.3', 'Finish': '8.3', 'Flavor': '8.5', 'Sweetness': '8.4', 'Uniformity': '9', 'Wet Aroma': '8.6'}",9.0,8.4,8.5,8.2,8.3,8.3,8.5,8.4,9.0,8.6
128,Guatemala Cafeteros SWP Decaf,"{'Body': '8.8', 'Brightness': '8.2', 'Clean Cup': '8.2', 'Complexity': '8.5', 'Dry Fragrance': '8.3', 'Finish': '7.7', 'Flavor': '8.6', 'Sweetness': '8.4', 'Uniformity': '9', 'Wet Aroma': '8.5'}",8.8,8.2,8.2,8.5,8.3,7.7,8.6,8.4,9.0,8.5
129,Guatemala Chimaltenango Tecpán,"{'Body': '8.8', 'Brightness': '8.8', 'Clean Cup': '8.5', 'Complexity': '8.6', 'Dry Fragrance': '8.3', 'Finish': '8.4', 'Flavor': '8.7', 'Sweetness': '8.5', 'Uniformity': '8.3', 'Wet Aroma': '8.6'}",8.8,8.8,8.5,8.6,8.3,8.4,8.7,8.5,8.3,8.6
130,Guatemala Coban Chichupak Coop,"{'Body': '8.9', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.5', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.7', 'Sweetness': '8.5', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}",8.9,8.6,8.5,8.5,8.5,8.5,8.7,8.5,8.5,8.7
131,Guatemala Finca La Florencia,"{'Body': '8.7', 'Brightness': '8.5', 'Clean Cup': '8.5', 'Complexity': '8.2', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.6', 'Sweetness': '8.5', 'Uniformity': '9', 'Wet Aroma': '8.6'}",8.7,8.5,8.5,8.2,8.5,8.5,8.6,8.5,9.0,8.6
132,Guatemala Huehuetenago Finca Los Suspiros,"{'Body': '9', 'Brightness': '8.6', 'Clean Cup': '8', 'Complexity': '8.5', 'Dry Fragrance': '8', 'Finish': '8', 'Flavor': '8.3', 'Sweetness': '8.5', 'Uniformity': '9', 'Wet Aroma': '8.5'}",9.0,8.6,8.0,8.5,8.0,8.0,8.3,8.5,9.0,8.5
133,Guatemala Huehuetenango Aguacatones Honey,"{'Body': '9.5', 'Brightness': '8', 'Clean Cup': '7.8', 'Complexity': '8.2', 'Dry Fragrance': '8.2', 'Finish': '8', 'Flavor': '8.3', 'Sweetness': '8.3', 'Uniformity': '8.5', 'Wet Aroma': '8.4'}",9.5,8.0,7.8,8.2,8.2,8.0,8.3,8.3,8.5,8.4
134,Guatemala Huehuetenango Finca Rosma,"{'Body': '9', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.8', 'Dry Fragrance': '8.6', 'Finish': '8.7', 'Flavor': '8.9', 'Sweetness': '8.9', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}",9.0,8.6,8.5,8.8,8.6,8.7,8.9,8.9,8.5,8.7
135,Guatemala Libertad Punta del Cerro,"{'Body': '9.2', 'Brightness': '8.4', 'Clean Cup': '8.3', 'Complexity': '7.8', 'Dry Fragrance': '8.5', 'Finish': '8', 'Flavor': '8.5', 'Sweetness': '8.6', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}",9.2,8.4,8.3,7.8,8.5,8.0,8.5,8.6,8.5,8.7
136,Guatemala Patzun Finca Las Camelias,"{'Body': '8.7', 'Brightness': '8.5', 'Clean Cup': '8.5', 'Complexity': '8.8', 'Dry Fragrance': '8.7', 'Finish': '8.7', 'Flavor': '9', 'Sweetness': '8.8', 'Uniformity': '9', 'Wet Aroma': '8.9'}",8.7,8.5,8.5,8.8,8.7,8.7,9.0,8.8,9.0,8.9
137,Guatemala San Martin Jilotepeque,"{'Body': '8.8', 'Brightness': '8.3', 'Clean Cup': '8.5', 'Complexity': '8.3', 'Dry Fragrance': '8.5', 'Finish': '8.4', 'Flavor': '8.5', 'Sweetness': '8.5', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}",8.8,8.3,8.5,8.3,8.5,8.4,8.5,8.5,8.5,8.6
138,Guatemala Volcan Acatenango SWP Decaf,"{'Body': '8.8', 'Brightness': '8.2', 'Clean Cup': '8.3', 'Complexity': '8.8', 'Dry Fragrance': '8.2', 'Finish': '8.2', 'Flavor': '8.6', 'Sweetness': '8.4', 'Uniformity': '9', 'Wet Aroma': '8.5'}",8.8,8.2,8.3,8.8,8.2,8.2,8.6,8.4,9.0,8.5
139,Guatemala Xinabajul Ader Recinos,"{'Body': '9', 'Brightness': '8', 'Clean Cup': '7.5', 'Complexity': '8', 'Dry Fragrance': '8.2', 'Finish': '7.8', 'Flavor': '8.3', 'Sweetness': '8.5', 'Uniformity': '8.5', 'Wet Aroma': '8.5'}",9.0,8.0,7.5,8.0,8.2,7.8,8.3,8.5,8.5,8.5
140,Guatemala Xinabajul Aldea Tuiloj,"{'Body': '9', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.9', 'Dry Fragrance': '8.6', 'Finish': '8.8', 'Flavor': '8.8', 'Sweetness': '8.8', 'Uniformity': '8.5', 'Wet Aroma': '8.8'}",9.0,8.6,8.5,8.9,8.6,8.8,8.8,8.8,8.5,8.8
141,Guatemala Xinabajul Aler Villatoro,"{'Body': '9.3', 'Brightness': '8.5', 'Clean Cup': '8.5', 'Complexity': '8.8', 'Dry Fragrance': '8.7', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.8'}",9.3,8.5,8.5,8.8,8.7,8.5,8.8,8.7,8.5,8.8
142,Guatemala Xinabajul Boqueroncito,"{'Body': '9.2', 'Brightness': '8', 'Clean Cup': '8.5', 'Complexity': '8.2', 'Dry Fragrance': '8.5', 'Finish': '8.4', 'Flavor': '8.6', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.5'}",9.2,8.0,8.5,8.2,8.5,8.4,8.6,8.7,8.5,8.5
143,Guatemala Xinabajul Comunidad de Libertad,"{'Body': '9', 'Brightness': '8.4', 'Clean Cup': '8.2', 'Complexity': '7.6', 'Dry Fragrance': '8.3', 'Finish': '8.3', 'Flavor': '8.6', 'Sweetness': '8.6', 'Uniformity': '8.8', 'Wet Aroma': '8.6'}",9.0,8.4,8.2,7.6,8.3,8.3,8.6,8.6,8.8,8.6
144,Guatemala Xinabajul El Paraiso,"{'Body': '8.9', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.3', 'Dry Fragrance': '8.5', 'Finish': '8.4', 'Flavor': '8.7', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}",8.9,8.6,8.5,8.3,8.5,8.4,8.7,8.7,8.5,8.7
145,Guatemala Xinabajul Flavio Del Cerro,"{'Body': '9.2', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.8', 'Dry Fragrance': '8.7', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '8.6', 'Uniformity': '8.5', 'Wet Aroma': '8.8'}",9.2,8.6,8.5,8.8,8.7,8.5,8.8,8.6,8.5,8.8
146,Guatemala Xinabajul Herlindo Villatoro,"{'Body': '9', 'Brightness': '8.5', 'Clean Cup': '8', 'Complexity': '8.6', 'Dry Fragrance': '8.5', 'Finish': '8.3', 'Flavor': '8.6', 'Sweetness': '8.5', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}",9.0,8.5,8.0,8.6,8.5,8.3,8.6,8.5,8.5,8.6
147,Guatemala Xinabajul Los Chuchitos,"{'Body': '9', 'Brightness': '8.4', 'Clean Cup': '8.3', 'Complexity': '8', 'Dry Fragrance': '8.2', 'Finish': '8.4', 'Flavor': '8.6', 'Sweetness': '8.5', 'Uniformity': '8.2', 'Wet Aroma': '8.4'}",9.0,8.4,8.3,8.0,8.2,8.4,8.6,8.5,8.2,8.4
148,Guatemala Xinabajul Michicoy,"{'Body': '9', 'Brightness': '8.2', 'Clean Cup': '8.5', 'Complexity': '8.3', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.5', 'Sweetness': '8.6', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}",9.0,8.2,8.5,8.3,8.5,8.5,8.5,8.6,8.5,8.7
149,Guatemala Xinabajul Peña Blanca,"{'Body': '9.2', 'Brightness': '8.7', 'Clean Cup': '8.8', 'Complexity': '8.6', 'Dry Fragrance': '8.5', 'Finish': '8.6', 'Flavor': '8.7', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}",9.2,8.7,8.8,8.6,8.5,8.6,8.7,8.7,8.5,8.7
150,Guatemala Xinabajul Producers,"{'Body': '8.8', 'Brightness': '8.5', 'Clean Cup': '8.5', 'Complexity': '8.5', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.7', 'Sweetness': '8.6', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}",8.8,8.5,8.5,8.5,8.5,8.5,8.7,8.6,8.5,8.7
151,Guatemala Xinabajul San Gaspar Ixchil,"{'Body': '9.1', 'Brightness': '8.7', 'Clean Cup': '8', 'Complexity': '8.9', 'Dry Fragrance': '8.6', 'Finish': '8.6', 'Flavor': '8.8', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.8'}",9.1,8.7,8.0,8.9,8.6,8.6,8.8,8.7,8.5,8.8
152,Guatemala Xinabajul Santa Barbara,"{'Body': '9', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.7', 'Dry Fragrance': '8.6', 'Finish': '8.6', 'Flavor': '9', 'Sweetness': '8.6', 'Uniformity': '9', 'Wet Aroma': '8.8'}",9.0,8.6,8.5,8.7,8.6,8.6,9.0,8.6,9.0,8.8
153,Honduras Comayagua Donato Java,"{'Body': '8.2', 'Brightness': '8.6', 'Clean Cup': '7.7', 'Complexity': '8.8', 'Dry Fragrance': '8.3', 'Finish': '8.2', 'Flavor': '8.5', 'Sweetness': '8.7', 'Uniformity': '9', 'Wet Aroma': '8.6'}",8.2,8.6,7.7,8.8,8.3,8.2,8.5,8.7,9.0,8.6
154,Honduras Dry Process Miguel Giron,"{'Body': '9', 'Brightness': '8', 'Clean Cup': '7.5', 'Complexity': '9', 'Dry Fragrance': '8.3', 'Finish': '8.5', 'Flavor': '8.5', 'Sweetness': '8.5', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}",9.0,8.0,7.5,9.0,8.3,8.5,8.5,8.5,8.5,8.6
155,Honduras Dry Process Sabillon Parainema,"{'Body': '9', 'Brightness': '8.5', 'Clean Cup': '8', 'Complexity': '9.2', 'Dry Fragrance': '8.7', 'Finish': '8.5', 'Flavor': '8.8', 'Sweetness': '8.7', 'Uniformity': '8.5', 'Wet Aroma': '8.9'}",9.0,8.5,8.0,9.2,8.7,8.5,8.8,8.7,8.5,8.9
156,Honduras Honda Fredy Vasquez,"{'Body': '8.6', 'Brightness': '8.3', 'Clean Cup': '8.5', 'Complexity': '7.3', 'Dry Fragrance': '8.4', 'Finish': '8.3', 'Flavor': '8.4', 'Sweetness': '8.3', 'Uniformity': '8.5', 'Wet Aroma': '8.5'}",8.6,8.3,8.5,7.3,8.4,8.3,8.4,8.3,8.5,8.5
157,Honduras Juan Carlos Sabillon Parainema,"{'Body': '8.7', 'Brightness': '8.8', 'Clean Cup': '9', 'Complexity': '8.8', 'Dry Fragrance': '8.7', 'Finish': '8.8', 'Flavor': '9', 'Sweetness': '8.8', 'Uniformity': '9', 'Wet Aroma': '8.8'}",8.7,8.8,9.0,8.8,8.7,8.8,9.0,8.8,9.0,8.8
158,Honduras Las Flores Doña Maria Parainema,"{'Body': '8.2', 'Brightness': '8.9', 'Clean Cup': '9', 'Complexity': '9', 'Dry Fragrance': '8.7', 'Finish': '8.9', 'Flavor': '9', 'Sweetness': '8.4', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}",8.2,8.9,9.0,9.0,8.7,8.9,9.0,8.4,8.5,8.6
159,Honduras Las Flores Nelson Parainema,"{'Body': '9', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.8', 'Dry Fragrance': '8.7', 'Finish': '8.7', 'Flavor': '9', 'Sweetness': '8.8', 'Uniformity': '9', 'Wet Aroma': '8.8'}",9.0,8.6,8.5,8.8,8.7,8.7,9.0,8.8,9.0,8.8
160,Honduras Montecillos Finca La Alondra,"{'Body': '8.8', 'Brightness': '8.6', 'Clean Cup': '8.5', 'Complexity': '8.6', 'Dry Fragrance': '8.5', 'Finish': '8.7', 'Flavor': '8.8', 'Sweetness': '9', 'Uniformity': '9', 'Wet Aroma': '8.7'}",8.8,8.6,8.5,8.6,8.5,8.7,8.8,9.0,9.0,8.7
161,Honduras Ocotepeque San Marcos,"{'Body': '9.2', 'Brightness': '7.8', 'Clean Cup': '8.3', 'Complexity': '7.8', 'Dry Fragrance': '8.2', 'Finish': '8.3', 'Flavor': '8.3', 'Sweetness': '8.4', 'Uniformity': '8.5', 'Wet Aroma': '8.5'}",9.2,7.8,8.3,7.8,8.2,8.3,8.3,8.4,8.5,8.5
162,Honduras Productores de La Paz,"{'Body': '8.5', 'Brightness': '7.8', 'Clean Cup': '8', 'Complexity': '8', 'Dry Fragrance': '8.2', 'Finish': '8.3', 'Flavor': '8.4', 'Sweetness': '8.4', 'Uniformity': '8.5', 'Wet Aroma': '8.5'}",8.5,7.8,8.0,8.0,8.2,8.3,8.4,8.4,8.5,8.5
163,Honduras Productores de Lempira,"{'Body': '8.7', 'Brightness': '8.5', 'Clean Cup': '8.4', 'Complexity': '8.5', 'Dry Fragrance': '8.2', 'Finish': '8.3', 'Flavor': '8.6', 'Sweetness': '8.5', 'Uniformity': '8.2', 'Wet Aroma': '8.6'}",8.7,8.5,8.4,8.5,8.2,8.3,8.6,8.5,8.2,8.6
164,Honduras San Vicente Comunidad Cabañas,"{'Body': '8.7', 'Brightness': '8.5', 'Clean Cup': '8.5', 'Complexity': '8.7', 'Dry Fragrance': '8.5', 'Finish': '8.5', 'Flavor': '8.6', 'Sweetness': '8.5', 'Uniformity': '8.5', 'Wet Aroma': '8.6'}",8.7,8.5,8.5,8.7,8.5,8.5,8.6,8.5,8.5,8.6
165,Honduras Santa Barbara Alexis Piñeda,"{'Body': '9', 'Brightness': '8.6', 'Clean Cup': '8.2', 'Complexity': '8.8', 'Dry Fragrance': '8.5', 'Finish': '8.3', 'Flavor': '8.7', 'Sweetness': '8.6', 'Uniformity': '8.5', 'Wet Aroma': '8.7'}",9.0,8.6,8.2,8.8,8.5,8.3,8.7,8.6,8.5,8.7
166,India Araku Valley,"{'Body': '9', 'Brightness': '7.7', 'Clean Cup': '7.7', 'Complexity': '8', 'Dry Fragrance': '8.2', 'Finish': '8', 'Flavor': '8.2', 'Sweetness': '8.3', 'Uniformity': '8.5', 'Wet Aroma': '8.4'}",9.0,7.7,7.7,8.0,8.2,8.0,8.2,8.3,8.5,8.4
167,India Monsoon Malabar AA,"{'Body': '10', 'Brightness': '6', 'Clean Cup': '6', 'Complexity': '10', 'Dry Fragrance': '6', 'Finish': '6', 'Flavor': '7.5', 'Sweetness': '6.5', 'Uniformity': '10', 'Wet Aroma': '7'}",10.0,6.0,6.0,10.0,6.0,6.0,7.5,6.5,10.0,7.0
168,Indonesia Nusantara SWP Decaf,"{'Body': '9', 'Brightness': '8', 'Clean Cup': '8', 'Complexity': '8.6', 'Dry Fragrance': '7.8', 'Finish': '7.8', 'Flavor': '8.5', 'Sweetness': '8.4', 'Uniformity': '9.5', 'Wet Aroma': '8.5'}",9.0,8.0,8.0,8.6,7.8,7.8,8.5,8.4,9.5,8.5
169,Java Dry Process Kuningan Robusta,"{'Body': '10', 'Brightness': '6.5', 'Clean Cup': '7', 'Complexity': '10', 'Dry Fragrance': '7', 'Finish': '7', 'Flavor': '8.2', 'Sweetness': '7.3', 'Uniformity': '9', 'Wet Aroma': '7.3'}",10.0,6.5,7.0,10.0,7.0,7.0,8.2,7.3,9.0,7.3
170,Java Wet Hulled Tambak Ruyung,"{'Body': '9.5', 'Brightness': '8.3', 'Clean Cup': '7.8', 'Complexity': '9', 'Dry Fragrance': '8', 'Finish': '8', 'Flavor': '8.7', 'Sweetness': '8.5', 'Uniformity': '8', 'Wet Aroma': '8.5'}",9.5,8.3,7.8,9.0,8.0,8.0,8.7,8.5,8.0,8.5
171,Java Wet Hulled Waspada,"{'Body': '9.2', 'Brightness': '8.4', 'Clean Cup': '7.8', 'Complexity': '9.3', 'Dry Fragrance': '8.3', 'Finish': '8.4', 'Flavor': '8.8', 'Sweetness': '8.5', 'Uniformity': '8', 'Wet Aroma': '8.6'}",9.2,8.4,7.8,9.3,8.3,8.4,8.8,8.5,8.0,8.6
172,Kenya Kiambu Fram Farm AA,"{'Body': '8.8', 'Brightness': '9', 'Clean Cup': '9.5', 'Complexity': '9.5', 'Dry Fragrance': '9.2', 'Finish': '9.2', 'Flavor': '9.3', 'Sweetness': '9', 'Uniformity': '9', 'Wet Aroma': '9.5'}",8.8,9.0,9.5,9.5,9.2,9.2,9.3,9.0,9.0,9.5
173,Kenya Kiambu Fram Farm AB,"{'Body': '8.8', 'Brightness': '9', 'Clean Cup': '9', 'Complexity': '9.5', 'Dry Fragrance': '9.1', 'Finish': '9', 'Flavor': '9.3', 'Sweetness': '9', 'Uniformity': '8.5', 'Wet Aroma': '9.4'}",8.8,9.0,9.0,9.5,9.1,9.0,9.3,9.0,8.5,9.4
174,Kenya Kiambu Fram Farm Peaberry,"{'Body': '8.5', 'Brightness': '9.4', 'Clean Cup': '9.5', 'Complexity': '9.6', 'Dry Fragrance': '9.5', 'Finish': '9.3', 'Flavor': '9.5', 'Sweetness': '9', 'Uniformity': '9', 'Wet Aroma': '9.5'}",8.5,9.4,9.5,9.6,9.5,9.3,9.5,9.0,9.0,9.5
175,Kenya Kiambu Ndumberi Peaberry,"{'Body': '8.7', 'Brightness': '9.2', 'Clean Cup': '9', 'Complexity': '9.3', 'Dry Fragrance': '9', 'Finish': '9.2', 'Flavor': '9.3', 'Sweetness': '9', 'Uniformity': '9', 'Wet Aroma': '9.3'}",8.7,9.2,9.0,9.3,9.0,9.2,9.3,9.0,9.0,9.3
176,Kenya Kiambu Riabai AB,"{'Body': '8.7', 'Brightness': '8.8', 'Clean Cup': '8.8', 'Complexity': '9', 'Dry Fragrance': '8.9', 'Finish': '8.8', 'Flavor': '9', 'Sweetness': '9.2', 'Uniformity': '9', 'Wet Aroma': '9'}",8.7,8.8,8.8,9.0,8.9,8.8,9.0,9.2,9.0,9.0
177,Kenya Kirinyaga Kainamui Peaberry,"{'Body': '9', 'Brightness': '9.2', 'Clean Cup': '8.7', 'Complexity': '9.4', 'Dry Fragrance': '9.2', 'Finish': '9', 'Flavor': '9.3', 'Sweetness': '9', 'Uniformity': '9', 'Wet Aroma': '9.5'}",9.0,9.2,8.7,9.4,9.2,9.0,9.3,9.0,9.0,9.5
178,Kenya Kirinyaga Kamwangi AB,"{'Body': '8.6', 'Brightness': '9.3', 'Clean Cup': '9.2', 'Complexity': '9.3', 'Dry Fragrance': '9.1', 'Finish': '9.2', 'Flavor': '9.2', 'Sweetness': '8.8', 'Uniformity': '9', 'Wet Aroma': '9.3'}",8.6,9.3,9.2,9.3,9.1,9.2,9.2,8.8,9.0,9.3
