,name,flavors
225,Papua New Guinea Kimel AA,"{'Berry': '0', 'Body': '3.5', 'Caramel': '1', 'Citrus': '1', 'Cocoa': '3', 'Floral': '0', 'Fruits': '1', 'Honey': '3', 'Nuts': '0', 'Rustic': '1', 'Spice': '2', 'Sugars': '3'}"
226,Papua New Guinea Kimel Peaberry,"{'Berry': '0', 'Body': '3', 'Caramel': '1', 'Citrus': '1.5', 'Cocoa': '3', 'Floral': '0', 'Fruits': '1.5', 'Honey': '1', 'Nuts': '0', 'Rustic': '0', 'Spice': '1', 'Sugars': '3'}"
227,Papua New Guinea Korgua X,"{'Berry': '1', 'Body': '3.5', 'Caramel': '2.5', 'Citrus': '2', 'Cocoa': '2', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '1.5', 'Spice': '0', 'Sugars': '3'}"
228,Papua New Guinea Kuta Waghi,"{'Berry': '1', 'Body': '3.5', 'Caramel': '2', 'Citrus': '1', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '1', 'Rustic': '2', 'Spice': '1', 'Sugars': '3'}"
229,Peru Bello Horizonte Andres Burga,"{'Berry': '2.5', 'Body': '3.5', 'Caramel': '1', 'Citrus': '2.5', 'Cocoa': '2', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3.5'}"
230,Peru El Diamante Roger Chilcon,"{'Berry': '2', 'Body': '4', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2', 'Honey': '2', 'Nuts': '1.5', 'Rustic': '0', 'Spice': '1', 'Sugars': '3'}"
231,Peru El Paraiso Yoner Arevalo,"{'Berry': '2', 'Body': '4.5', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '3', 'Honey': '0', 'Nuts': '2', 'Rustic': '1.5', 'Spice': '0', 'Sugars': '3'}"
232,Peru FTO Lonya Grande Coop,"{'Berry': '0', 'Body': '4', 'Caramel': '2.5', 'Citrus': '1.5', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '3'}"
233,Peru FTO San Jose De Lourdes,"{'Berry': '2', 'Body': '3', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '2', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '3'}"
234,Peru Las Pirias Ramiro Vela,"{'Berry': '0', 'Body': '3.5', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '4', 'Floral': '1.5', 'Fruits': '2', 'Honey': '3.5', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3'}"
235,Peru Organic Comité San Ignacio,"{'Berry': '0', 'Body': '4', 'Caramel': '2', 'Citrus': '1', 'Cocoa': '3', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '3'}"
236,Peru Organic El Palto SWP Decaf,"{'Berry': '0', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '0', 'Rustic': '2', 'Spice': '1', 'Sugars': '1'}"
237,Peru Organic Laderas de Cajamarca,"{'Berry': '0', 'Body': '4', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '2', 'Rustic': '0', 'Spice': '1', 'Sugars': '2'}"
238,Peru San Ignacio SWP Decaf,"{'Berry': '0', 'Body': '4', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '0.5', 'Spice': '0', 'Sugars': '3'}"
239,Rwanda Dry Process Kanyege,"{'Berry': '3', 'Body': '4.5', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '4', 'Floral': '1', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '1.5', 'Spice': '2', 'Sugars': '3'}"
240,Rwanda Dry Process Macuba,"{'Berry': '3', 'Body': '4', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '4', 'Floral': '1', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '1.5', 'Spice': '1', 'Sugars': '3'}"
241,Rwanda Dry Process Nyamiyaga,"{'Berry': '3', 'Body': '4.5', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '4', 'Floral': '0', 'Fruits': '3.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '2', 'Spice': '0', 'Sugars': '3'}"
242,Rwanda Honey Process Kanyege,"{'Berry': '1', 'Body': '4.5', 'Caramel': '4', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '2.5', 'Nuts': '0', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '4'}"
243,Rwanda Honey Process Karambi,"{'Berry': '2', 'Body': '4', 'Caramel': '1', 'Citrus': '1', 'Cocoa': '4', 'Floral': '1', 'Fruits': '2', 'Honey': '3', 'Nuts': '0', 'Rustic': '1', 'Spice': '2.5', 'Sugars': '3'}"
244,Rwanda Kivu Kageyo,"{'Berry': '1', 'Body': '4', 'Caramel': '2', 'Citrus': '1.5', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3.5'}"
245,Rwanda Milles Collines Peaberry,"{'Berry': '1', 'Body': '3.5', 'Caramel': '1.5', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '1.5', 'Nuts': '0', 'Rustic': '0', 'Spice': '2.5', 'Sugars': '3.5'}"
246,Rwanda Ngororero,"{'Berry': '2', 'Body': '3.5', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '2.5', 'Floral': '1.5', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '3', 'Sugars': '4'}"
247,Rwanda Nyamasheke Gatare,"{'Berry': '0', 'Body': '3.5', 'Caramel': '1', 'Citrus': '2', 'Cocoa': '2', 'Floral': '1', 'Fruits': '2', 'Honey': '2.5', 'Nuts': '0', 'Rustic': '0', 'Spice': '3.5', 'Sugars': '4'}"
248,Rwanda Nyamasheke Gitwe,"{'Berry': '0', 'Body': '3.5', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '2.5', 'Honey': '2', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3.5'}"
249,Rwanda Nyamasheke Macuba,"{'Berry': '2', 'Body': '4', 'Caramel': '3.5', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2', 'Honey': '2', 'Nuts': '0', 'Rustic': '0', 'Spice': '0', 'Sugars': '4'}"
250,Rwanda Nyamasheke Mutovu,"{'Berry': '0', 'Body': '3.5', 'Caramel': '1.5', 'Citrus': '2.5', 'Cocoa': '3', 'Floral': '1', 'Fruits': '2.5', 'Honey': '3', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3'}"
251,Rwanda Nyamasheke Nyakabingo,"{'Berry': '1.5', 'Body': '3.5', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '3.5', 'Floral': '1', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '3', 'Sugars': '3'}"
252,Rwanda Rubavu Rwinyoni,"{'Berry': '1.5', 'Body': '4', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '1', 'Fruits': '1.5', 'Honey': '2', 'Nuts': '0', 'Rustic': '0.5', 'Spice': '2', 'Sugars': '4'}"
253,Rwanda Rulindo Tumba,"{'Berry': '2', 'Body': '4', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '2.5', 'Floral': '1', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '3', 'Sugars': '3.5'}"
254,Rwanda Rusizi Gaseke,"{'Berry': '0', 'Body': '4', 'Caramel': '2', 'Citrus': '1.5', 'Cocoa': '3', 'Floral': '0', 'Fruits': '2', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '4'}"
255,Sulawesi Dry Process Topidi Daeng,"{'Berry': '3.5', 'Body': '4.5', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '2.5', 'Floral': '0', 'Fruits': '4', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '0', 'Sugars': '2.5'}"
256,Sulawesi Gowa Desa Topidi,"{'Berry': '0', 'Body': '4', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0.5', 'Spice': '1.5', 'Sugars': '3'}"
257,Sulawesi Honey Process Gowa,"{'Berry': '0', 'Body': '4', 'Caramel': '2', 'Citrus': '2', 'Cocoa': '0', 'Floral': '1', 'Fruits': '2', 'Honey': '3.5', 'Nuts': '0', 'Rustic': '0', 'Spice': '0', 'Sugars': '2'}"
258,Sulawesi Wet Hulled Enrekang Rodo Rodo,"{'Berry': '0', 'Body': '4.5', 'Caramel': '1.5', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '2', 'Sugars': '3.5'}"
259,Sulawesi Wet Hulled Latimojong,"{'Berry': '0', 'Body': '4', 'Caramel': '1', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '0', 'Rustic': '3.5', 'Spice': '1.5', 'Sugars': '3'}"
260,Sumatra Aceh Bebesen Aulia,"{'Berry': '1.5', 'Body': '4', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1.5', 'Honey': '2.5', 'Nuts': '0', 'Rustic': '1', 'Spice': '1.5', 'Sugars': '3.5'}"
261,Sumatra Dry Process Gunung Tujuh,"{'Berry': '3', 'Body': '4', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '3', 'Floral': '0', 'Fruits': '3.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '2', 'Spice': '2', 'Sugars': '3.5'}"
262,Sumatra Dry Process Kerinci Pendekar,"{'Berry': '3', 'Body': '4.5', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '3.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '2', 'Sugars': '3'}"
263,Sumatra Dry Process Ribang Gayo,"{'Berry': '3', 'Body': '4', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '3.5', 'Honey': '1.5', 'Nuts': '2', 'Rustic': '3', 'Spice': '1.5', 'Sugars': '3.5'}"
264,Sumatra Honey Process Bebesen Aulia,"{'Berry': '2.5', 'Body': '4', 'Caramel': '1.5', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2.5', 'Honey': '2', 'Nuts': '0', 'Rustic': '2', 'Spice': '2', 'Sugars': '3.5'}"
265,Sumatra Honey Process Kerinci,"{'Berry': '0', 'Body': '4', 'Caramel': '3', 'Citrus': '1', 'Cocoa': '3', 'Floral': '0', 'Fruits': '1', 'Honey': '1.5', 'Nuts': '1', 'Rustic': '0', 'Spice': '0', 'Sugars': '3.5'}"
266,Sumatra Kerinci Pendekar Coop,"{'Berry': '0', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '1.5', 'Sugars': '3.5'}"
267,Sumatra Kerinci Tujuh Cooperative,"{'Berry': '1', 'Body': '4', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '2', 'Spice': '1.5', 'Sugars': '3.5'}"
268,Sumatra Lintong Mutu Batak,"{'Berry': '0', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '1.5', 'Rustic': '3.5', 'Spice': '2', 'Sugars': '3'}"
269,Sumatra Lintong Pak Joner,"{'Berry': '0', 'Body': '4.5', 'Caramel': '1.5', 'Citrus': '1.5', 'Cocoa': '5', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '4', 'Spice': '2', 'Sugars': '3.5'}"
270,Sumatra Lintong Sigumpar Village,"{'Berry': '1', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '1.5', 'Sugars': '3.5'}"
271,Sumatra Raja Batak Peaberry,"{'Berry': '0', 'Body': '4.5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '2.5', 'Sugars': '3'}"
272,Sumatra Ribang Gayo,"{'Berry': '2.5', 'Body': '4.5', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '2.5', 'Spice': '2', 'Sugars': '3.5'}"
273,Sumatra Wet Process Barokah Bersama Coop,"{'Berry': '0', 'Body': '4', 'Caramel': '2.5', 'Citrus': '1', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '2', 'Nuts': '0', 'Rustic': '0', 'Spice': '1.5', 'Sugars': '3'}"
274,Sumatra Wet Process Ribang Gayo,"{'Berry': '0', 'Body': '3.5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '1.5', 'Spice': '0', 'Sugars': '3'}"
275,Sweet Maria's Ethiopiques Version 2.0,"{'Berry': '3', 'Body': '5', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '5', 'Floral': '0', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '1.5', 'Spice': '0', 'Sugars': '2.5'}"
276,Sweet Maria's Half-Caff Blend,"{'Berry': '0', 'Body': '3', 'Caramel': '1', 'Citrus': '0', 'Cocoa': '3', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '1.5', 'Rustic': '2', 'Spice': '0', 'Sugars': '3'}"
277,Sweet Maria's Moka Java SWP Decaf Blend,"{'Berry': '1', 'Body': '4', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '2', 'Honey': '0', 'Nuts': '0', 'Rustic': '2.5', 'Spice': '2', 'Sugars': '2.5'}"
278,Sweet Maria's Moka Kadir Blend,"{'Berry': '2', 'Body': '5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '3', 'Honey': '0', 'Nuts': '1', 'Rustic': '3', 'Spice': '1', 'Sugars': '3'}"
279,Sweet Maria's Polar Expresso Holiday Blend,"{'Berry': '4', 'Body': '5', 'Caramel': '1', 'Citrus': '2', 'Cocoa': '3.5', 'Floral': '2', 'Fruits': '4', 'Honey': '0', 'Nuts': '0', 'Rustic': '1', 'Spice': '1', 'Sugars': '3'}"
280,Tanzania Mbamba Namku AA,"{'Berry': '2', 'Body': '3.5', 'Caramel': '2', 'Citrus': '2.5', 'Cocoa': '2', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '1', 'Spice': '3', 'Sugars': '3'}"
281,Tanzania Mbinga Peaberry,"{'Berry': '0', 'Body': '3.5', 'Caramel': '3', 'Citrus': '2', 'Cocoa': '3', 'Floral': '0', 'Fruits': '2', 'Honey': '0', 'Nuts': '0', 'Rustic': '2', 'Spice': '2', 'Sugars': '3'}"
282,Tanzania Sepukila Cooperative AB,"{'Berry': '1.5', 'Body': '3.5', 'Caramel': '0', 'Citrus': '2.5', 'Cocoa': '2', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0', 'Spice': '2', 'Sugars': '3.5'}"
283,Timor Leste Dry Process Daurfusu,"{'Berry': '2', 'Body': '5', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '3.5', 'Honey': '1.5', 'Nuts': '0', 'Rustic': '3', 'Spice': '2', 'Sugars': '3'}"
284,Timor Leste Dry Process Lulirema,"{'Berry': '2.5', 'Body': '4.5', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '2.5', 'Spice': '0', 'Sugars': '3.5'}"
285,Timor Leste Dukurai Daurfusu,"{'Berry': '0', 'Body': '3', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '1', 'Rustic': '0', 'Spice': '0', 'Sugars': '3'}"
286,Timor Leste Ermera Fatu Besi,"{'Berry': '0', 'Body': '3.5', 'Caramel': '1.5', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '1.5', 'Rustic': '0.5', 'Spice': '0', 'Sugars': '2.5'}"
287,Timor Leste Lekisala,"{'Berry': '0', 'Body': '3.5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '3', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '0.5', 'Rustic': '0', 'Spice': '0', 'Sugars': '2'}"
288,Timor Leste Taurema,"{'Berry': '0', 'Body': '3.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '2.5', 'Rustic': '2', 'Spice': '2', 'Sugars': '2.5'}"
289,Timor Leste Wet Hulled Railaco,"{'Berry': '0', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '1', 'Sugars': '2.5'}"
290,Timorindo SWP Decaf Blend,"{'Berry': '0', 'Body': '3.5', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '3.5', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '0', 'Rustic': '2.5', 'Spice': '1', 'Sugars': '3'}"
291,Yemen Al Qafr Hawari,"{'Berry': '0', 'Body': '4.5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '2.5', 'Rustic': '3.5', 'Spice': '1.5', 'Sugars': '3'}"
292,Yemen Al-Qafr Hawari,"{'Berry': '1', 'Body': '4.5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '2', 'Rustic': '3', 'Spice': '2', 'Sugars': '2.5'}"
293,Yemen Bani Haraz,"{'Berry': '1', 'Body': '5', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '1.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '3.5', 'Spice': '1.5', 'Sugars': '3'}"
294,Yemen Khulani Amer,"{'Berry': '2', 'Body': '5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2.5', 'Honey': '0', 'Nuts': '2', 'Rustic': '3', 'Spice': '2', 'Sugars': '3.5'}"
295,Yemen Mokha Hajjah,"{'Berry': '0', 'Body': '5', 'Caramel': '3', 'Citrus': '0', 'Cocoa': '4.5', 'Floral': '0', 'Fruits': '1', 'Honey': '0', 'Nuts': '2', 'Rustic': '3.5', 'Spice': '2', 'Sugars': '3'}"
296,Yemen Mokha Matari,"{'Berry': '3', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '3', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '2', 'Sugars': '3'}"
297,Yemen Sana'a-Ibb Highlands,"{'Berry': '0.5', 'Body': '4.5', 'Caramel': '2', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '1', 'Honey': '1', 'Nuts': '2', 'Rustic': '3', 'Spice': '2', 'Sugars': '2.5'}"
298,Zambia Dry Process Kateshi Estate,"{'Berry': '2', 'Body': '4', 'Caramel': '0', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '2.5', 'Honey': '2.5', 'Nuts': '0', 'Rustic': '3', 'Spice': '2', 'Sugars': '3'}"
299,Zambia Mafinga Peaberry,"{'Berry': '0.5', 'Body': '3.5', 'Caramel': '2.5', 'Citrus': '0', 'Cocoa': '4', 'Floral': '0', 'Fruits': '0.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '0.5', 'Spice': '1', 'Sugars': '3'}"
300,Zambia Yeast Fermentation Mafinga,"{'Berry': '2', 'Body': '3', 'Caramel': '0', 'Citrus': '2', 'Cocoa': '2.5', 'Floral': '0', 'Fruits': '3.5', 'Honey': '0', 'Nuts': '0', 'Rustic': '3', 'Spice': '0', 'Sugars': '3'}"
